ⲥⲉⲥⲱⲧⲙ	ⲥⲉ|ⲥⲱⲧⲙ
ⲕⲁⲧⲁⲡⲉⲩⲉⲓⲛⲉ	ⲕⲁⲧⲁ|ⲡⲉⲩ|ⲉⲓⲛⲉ
ⲕⲁⲧⲁⲛⲉⲅⲣⲁⲫⲏ	ⲕⲁⲧⲁ|ⲛⲉ|ⲅⲣⲁⲫⲏ
·	·
ⲁⲡⲛⲟⲩⲧⲉ	ⲁ|ⲡ|ⲛⲟⲩⲧⲉ
ⲛⲓϥⲉ	ⲛⲓϥⲉ
ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ
ⲉϩⲣⲁϥ	ⲉϩⲣⲁ|ϥ
ⲛⲟⲩⲡⲛⲟⲏ	ⲛ|ⲟⲩ|ⲡ|ⲛⲟⲏ
ⲛⲱⲛϩ	ⲛ|ⲱⲛϩ
·	·
ⲁⲡⲣⲱⲙⲉ	ⲁ|ⲡ|ⲣⲱⲙⲉ
ϣⲱⲡⲉ	ϣⲱⲡⲉ
ⲉⲩⲯⲩⲭⲏ	ⲉ|ⲩ|ⲯⲩⲭⲏ
ⲉⲥⲟⲛϩ	ⲉ|ⲥ|ⲟⲛϩ
·	·
ⲟⲩϩⲟⲟⲩⲧ	ⲟⲩ|ϩⲟⲟⲩⲧ
ⲙⲛⲟⲩⲥϩⲓⲙⲉ	ⲙⲛ|ⲟⲩ|ⲥϩⲓⲙⲉ
ⲁϥⲧⲁⲙⲓⲟⲟⲩ	ⲁ|ϥ|ⲧⲁⲙⲓⲟ|ⲟⲩ
ⲛϭⲓⲡⲛⲟⲩⲧⲉ	ⲛϭⲓ|ⲡ|ⲛⲟⲩⲧⲉ
ⲕⲁⲧⲁⲧϩⲉ	ⲕⲁⲧⲁ|ⲧ|ϩⲉ
ⲉⲧⲥⲏϩ	ⲉⲧ|ⲥⲏϩ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲛⲧϩⲉ	ⲛ|ⲧ|ϩⲉ
ⲛⲧⲁϥⲧⲱϭⲉ	ⲛⲧ|ⲁ|ϥ|ⲧⲱϭⲉ
ⲛϭⲓⲡⲛⲟⲩⲧⲉ	ⲛϭⲓ|ⲡ|ⲛⲟⲩⲧⲉ
ⲛⲟⲩⲡⲁⲣⲁⲇⲓⲥⲟⲥ	ⲛ|ⲟⲩ|ⲡⲁⲣⲁⲇⲓⲥⲟⲥ
ϩⲛⲉⲇⲉⲙ	ϩⲛ|ⲉⲇⲉⲙ
ⲁϥⲕⲱ	ⲁ|ϥ|ⲕⲱ
ⲙⲙⲁⲩ	ⲙⲙⲁⲩ
ⲙⲡⲣⲱⲙⲉ	ⲙ|ⲡ|ⲣⲱⲙⲉ
ⲡⲁⲓ	ⲡⲁⲓ
ⲛ	ⲛ
ⲁⲩⲱ	ⲁⲩⲱ
ϩⲁⲧⲛⲧⲏⲩⲧⲛ	ϩⲁⲧⲛ|ⲧⲏⲩⲧⲛ
·	·
ϫⲉⲕⲁⲥ	ϫⲉⲕⲁⲥ
ⲛⲁⲙⲉ	ⲛⲁⲙⲉ
ⲉⲛⲛⲁϣⲱⲡⲉ	ⲉ|ⲛ|ⲛⲁ|ϣⲱⲡⲉ
ⲛϣⲏⲣⲉ	ⲛ|ϣⲏⲣⲉ
ⲛⲁⲃⲣⲁϩⲁⲙ	ⲛ|ⲁⲃⲣⲁϩⲁⲙ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲛϣⲏⲣⲉ	ⲛ|ϣⲏⲣⲉ
ⲛⲛⲉⲛⲉⲓⲟⲧⲉ	ⲛ|ⲛⲉⲛ|ⲉⲓⲟⲧⲉ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲛⲁⲣⲭⲁⲓⲟⲥ	ⲛ|ⲁⲣⲭⲁⲓⲟⲥ
·	·
ⲛⲁⲓ	ⲛⲁⲓ
ⲛⲧⲁⲡϫⲟⲉⲓⲥ	ⲛⲧ|ⲁ|ⲡ|ϫⲟⲉⲓⲥ
ⲥⲙⲟⲩ	ⲥⲙⲟⲩ
ⲉⲣⲟⲟⲩ	ⲉⲣⲟ|ⲟⲩ
·	·
ϫⲉⲁⲩⲙⲉⲣⲉ	ϫⲉ|ⲁ|ⲩ|ⲙⲉⲣⲉ
ⲛⲉⲩϣⲏⲣⲉ	ⲛⲉⲩ
ⲙⲛⲛⲉⲩϣⲉⲉⲣⲉ	ϣⲏⲣⲉ|ⲙⲛ|ⲛⲉⲩ|ϣⲉⲉⲣⲉ
ⲛⲧⲉⲧⲥⲁⲣⲝ	ⲛⲧⲉ|ⲧ|ⲥⲁⲣⲝ
ⲙⲙⲁⲧⲉ	ⲙⲙⲁⲧⲉ
ⲁⲛ	ⲁⲛ
·	·
ⲙⲛⲛⲉⲧⲏⲡ	ⲙⲛ|ⲛ|ⲉⲧ|ⲏⲡ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲉⲣⲟⲟⲩ	ⲉⲣⲟ|ⲟⲩ
·	·
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲁⲩⲙⲉⲣⲉ	ⲁ|ⲩ|ⲙⲉⲣⲉ
ⲟⲩⲟⲛ	ⲟⲩⲟⲛ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲧⲡⲓⲥⲧⲉⲩⲉ	ⲉⲧ|ⲡⲓⲥⲧⲉⲩⲉ
ⲉⲡⲛⲟⲩⲧⲉ	ⲉ|ⲡ|ⲛⲟⲩⲧⲉ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲉⲧϩⲁⲣⲉϩ	ⲉⲧ|ϩⲁⲣⲉϩ
ⲉⲛⲉⲛⲧⲟⲗⲏ	ⲉ|ⲛ|ⲉⲛⲧⲟⲗⲏ
ⲙⲡⲛⲟⲩⲧⲉ	ⲙ|ⲡ|ⲛⲟⲩⲧⲉ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲛⲧⲉⲓϩⲉ	ⲛ|ⲧⲉⲓ|ϩⲉ
ⲁⲡⲉⲩⲥⲡⲉⲣⲙⲁ	ⲁ|ⲡⲉⲩ|ⲥⲡⲉⲣⲙⲁ
ⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ	ⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ
ⲛⲟⲩⲟⲛ	ⲛ|ⲟⲩⲟⲛ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲧⲛⲁϣⲱⲡⲉ	ⲉⲧ|ⲛⲁ|ϣⲱⲡⲉ
ⲙⲡⲓⲥⲧⲟⲥ	ⲙ|ⲡⲓⲥⲧⲟⲥ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲛⲇⲓⲕⲁⲓⲟⲥ	ⲛ|ⲇⲓⲕⲁⲓⲟⲥ
ϫⲓⲛⲛϣⲟⲣⲡ	ϫⲓⲛ|ⲛ|ϣⲟⲣⲡ
ϣⲁϩⲣⲁⲓ	ϣⲁϩⲣⲁⲓ
ⲉⲡⲟⲟⲩ	ⲉ|ⲡ|ⲟⲟⲩ
ⲛϩⲟⲟⲩ	ⲛ|ϩⲟⲟⲩ
ⲁⲩⲱ	ⲁⲩⲱ
ϣⲁⲉⲛⲉϩ	ϣⲁ|ⲉⲛⲉϩ
·	·
ⲉϣϫⲉⲁϩⲉⲛϣⲏⲣⲉ	ⲉϣϫⲉ|ⲁ|ϩⲉⲛ|ϣⲏⲣⲉ
ⲇⲉ	ⲇⲉ
ⲛⲁⲧⲥⲱⲧⲙ	ⲛ|ⲁⲧⲥⲱⲧⲙ
ⲁⲩⲱ	ⲁⲩⲱ
ⲛⲣⲉϥⲣⲛⲟⲃⲉ	ⲛ|ⲣⲉϥⲣⲛⲟⲃⲉ
ϣⲱⲡⲉ	ϣⲱⲡⲉ
ⲛⲛⲉⲛⲉⲓⲟⲧⲉ	ⲛ|ⲛⲉⲛ|ⲉⲓⲟⲧⲉ
ⲛⲁⲣⲭⲁⲓⲟⲥ	ⲛ|ⲁⲣⲭⲁⲓⲟⲥ
·	·
ⲙⲡⲟⲩⲁⲑⲉⲧⲓ	ⲙ|ⲡ|ⲟⲩ|ⲁⲑⲉⲧⲓ
ⲛⲛⲉⲩϣⲏⲣⲉ	ⲛ|ⲛⲉⲩ|ϣⲏⲣⲉ
ⲛⲇⲓⲕⲁⲓⲟⲥ	ⲛ|ⲇⲓⲕⲁⲓⲟⲥ
ⲉⲧⲣⲉⲩⲡⲱⲧ	ⲉ|ⲧⲣⲉ|ⲩ|ⲡⲱⲧ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
·	·
ⲉⲧⲃⲉⲡⲁϣⲁⲓ	ⲉⲧⲃⲉ|ⲡ|ⲁϣⲁⲓ
ⲛⲙⲙⲛⲧⲁⲧⲥⲃⲱ	ⲛ|ⲙ|ⲙⲛⲧⲁⲧⲥⲃⲱ
ⲛⲛϣⲏⲣⲉ	ⲛ|ⲛ|ϣⲏⲣⲉ
ⲉⲧϩⲟⲟⲩ	ⲉⲧ|ϩⲟⲟⲩ
·	·
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲛⲧⲁⲩϣⲱⲱⲧ	ⲛⲧ|ⲁ|ⲩ|ϣⲱⲱⲧ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
ⲛⲛϣⲏⲣⲉ	ⲛ|ⲛ|ϣⲏⲣⲉ
ⲛⲣⲉϥⲣⲛⲟⲃⲉ	ⲛ|ⲣⲉϥⲣⲛⲟⲃⲉ
·	·
ⲁⲩϭⲱ	ⲁ|ⲩ|ϭⲱ
ⲙⲛⲛⲉⲩϣⲏⲣⲉ	ⲙⲛ|ⲛⲉⲩ|ϣⲏⲣⲉ
ⲛⲇⲓⲕⲁⲓⲟⲥ	ⲛ|ⲇⲓⲕⲁⲓⲟⲥ
ⲛⲛⲉϩⲟⲟⲩ	ⲛ|ⲛⲉ|ϩⲟⲟⲩ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲙⲡⲉⲩⲱⲛϩ	ⲙ|ⲡⲉⲩ|ⲱⲛϩ
·	·
ⲉⲧⲃⲉⲡⲁⲓ	ⲉⲧⲃⲉ|ⲡⲁⲓ
ⲕⲁⲧⲁⲧϩⲉ	ⲕⲁⲧⲁ|ⲧ|ϩⲉ
ⲛⲧⲁϩⲁϩ	ⲛⲧ|ⲁ|ϩⲁϩ
ⲛϣⲏⲣⲉ	ⲛ|ϣⲏⲣⲉ
ⲛⲣⲉϥⲣⲛⲟⲃⲉ	ⲛ|ⲣⲉϥⲣⲛⲟⲃⲉ
ⲗⲩⲡⲉⲓ	ⲗⲩⲡⲉⲓ
ⲛⲛⲉⲛⲉⲓⲟⲧⲉ	ⲛ|ⲛⲉⲛ|ⲉⲓⲟⲧⲉ
ⲛⲁⲣⲭⲁⲓⲟⲥ	ⲛ|ⲁⲣⲭⲁⲓⲟⲥ
·	·
ⲧⲁⲓ	ⲧⲁⲓ
ⲟⲛ	ⲟⲛ
ⲧⲉ	ⲧⲉ
ⲧϩⲉ	ⲧ|ϩⲉ
ⲛⲧⲁϩⲁϩ	ⲛⲧ|ⲁ|ϩⲁϩ
ⲛϣⲏⲣⲉ	ⲛ|ϣⲏⲣⲉ
ⲛⲇⲓⲕⲁⲓⲟⲥ	ⲛ|ⲇⲓⲕⲁⲓⲟⲥ
ⲉⲩⲫⲣⲁⲛⲉ	ⲉⲩⲫⲣⲁⲛⲉ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲕⲁⲧⲁⲧϩⲉ	ⲕⲁⲧⲁ|ⲧ|ϩⲉ
ⲉⲧⲉϣⲁⲣⲉⲡⲛⲟⲩⲧⲉ	ⲉⲧⲉ|ϣⲁⲣⲉ|ⲡ|ⲛⲟⲩⲧⲉ
ϭⲱⲛⲧ	ϭⲱⲛⲧ
ⲛϩⲁϩ	ⲛ|ϩⲁϩ
ⲛⲥⲟⲡ	ⲛ|ⲥⲟⲡ
ϩⲱⲥⲧⲉ	ϩⲱⲥⲧⲉ
ⲉⲧⲣⲉϥϥⲱⲧⲉ	ⲉ|ⲧⲣⲉ|ϥ|ϥⲱⲧⲉ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲛϩⲁϩ	ⲛ|ϩⲁϩ
ⲛⲗⲁⲟⲥ	ⲛ|ⲗⲁⲟⲥ
ⲛⲁⲣⲭⲁⲓⲟⲥ	ⲛ|ⲁⲣⲭⲁⲓⲟⲥ
ⲉⲧⲃⲉϩⲁϩ	ⲉⲧⲃⲉ|ϩⲁϩ
ⲛϣⲏⲣⲉ	ⲛ|ϣⲏⲣⲉ
ⲛⲣⲉϥⲣⲛⲟⲃⲉ	ⲛ|ⲣⲉϥⲣⲛⲟⲃⲉ
ϩⲣⲁⲓ	ϩⲣⲁⲓ
ⲛϩⲏⲧⲟⲩ	ⲛϩⲏⲧ|ⲟⲩ
·	·
ⲧⲁⲓ	ⲧⲁⲓ
ⲟⲛ	ⲟⲛ
ⲧⲉ	ⲧⲉ
ⲧϩⲉ	ⲧ|ϩⲉ
ⲉⲧⲉⲣⲉⲡⲛⲟⲩⲧⲉⲕⲧⲟ	ⲉⲧⲉⲣⲉ|ⲡ|ⲛⲟⲩⲧⲉ|ⲕⲧⲟ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲛⲧⲉϥⲟⲣⲅⲏ	ⲛ|ⲧⲉϥ|ⲟⲣⲅⲏ
ⲛϩⲁϩ	ⲛ|ϩⲁϩ
ⲛⲥⲟⲡ	ⲛ|ⲥⲟⲡ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲓϫⲛϩⲁϩ	ϩⲓϫⲛ|ϩⲁϩ
ⲛⲗⲁⲟⲥ	ⲛ|ⲗⲁⲟⲥ
ⲛⲁⲣⲭⲁⲓⲟⲥ	ⲛ|ⲁⲣⲭⲁⲓⲟⲥ
·	·
ⲉⲧⲃⲉⲛϣⲏⲣⲉ	ⲉⲧⲃⲉ|ⲛ|ϣⲏⲣⲉ
ⲛⲇⲓⲕⲁⲓⲟⲥ	ⲛ|ⲇⲓⲕⲁⲓⲟⲥ
ⲛⲧⲁⲩϣⲱⲡⲉ	ⲛⲧ|ⲁ|ⲩ|ϣⲱⲡⲉ
ϩⲣⲁⲓ	ϩⲣⲁⲓ
ⲛϩⲏⲧⲟⲩ	ⲛϩⲏⲧ|ⲟⲩ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲕⲁⲧⲁⲧϩⲉ	ⲕⲁⲧⲁ|ⲧ|ϩⲉ
ⲛ̄ⲧⲁϩⲉⲛⲙⲏⲏϣⲉ	ⲛ̄ⲧ|ⲁ|ϩⲉⲛ|ⲙⲏⲏϣⲉ
ⲉⲛⲁϣⲱⲟⲩⲙⲟⲩ	ⲉⲛ|ⲁϣⲱ|ⲟⲩ|ⲙⲟⲩ
ϩⲣⲁⲓ	ϩⲣⲁⲓ
ϩⲛⲧⲉⲩⲙⲛⲧϣⲁϥⲧⲉ	ϩⲛ|ⲧⲉⲩ|ⲙⲛⲧϣⲁϥⲧⲉ
·	·
ϩⲣⲁⲓϩⲛⲁⲛⲟⲙⲓⲁ	ϩⲣⲁⲓ|ϩⲛ|ⲁⲛⲟⲙⲓⲁ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲧⲃⲉϩⲁϩ	ⲉⲧⲃⲉ|ϩⲁϩ
ⲙⲡⲣⲟⲫⲏⲧⲏⲥ	ⲙ|ⲡⲣⲟⲫⲏⲧⲏⲥ
ⲛⲛⲟⲩϫ	ⲛ|ⲛⲟⲩϫ
·	·
ⲉⲁⲩϣⲱⲡⲉ	ⲉ|ⲁ|ⲩ|ϣⲱⲡⲉ
ϩⲣⲁⲓ	ϩⲣⲁⲓ
ϩⲛϩⲁϩ	ϩⲛ|ϩⲁϩ
ⲛⲗⲁⲟⲥ	ⲛ|ⲗⲁⲟⲥ
ⲛⲁⲣⲭⲁⲓⲟⲥ	ⲛ|ⲁⲣⲭⲁⲓⲟⲥ
·ⲉⲩⲧⲙⲁⲓⲟ	·|ⲉ|ⲩ|ⲧⲙⲁⲓⲟ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
ⲉⲩⲡⲗⲁⲛⲁ	ⲉ|ⲩ|ⲡⲗⲁⲛⲁ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
ⲉⲩⲥⲱⲕ	ⲉ|ⲩ|ⲥⲱⲕ
ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ
ⲉϫⲱⲟⲩ	ⲉϫⲱ|ⲟⲩ
ⲛⲙⲙⲁⲩ	ⲛⲙⲙⲁ|ⲩ
ⲛⲧⲟⲣⲅⲏ	ⲛ|ⲧ|ⲟⲣⲅⲏ
ⲙⲡⲛⲟⲩⲧⲉ	ⲙ|ⲡ|ⲛⲟⲩⲧⲉ
ⲧⲁⲓ	ⲧⲁⲓ
ⲟⲛ	ⲟⲛ
ⲧⲉ	ⲧⲉ
ⲧϩⲉ	ⲧ|ϩⲉ
ⲛ̄ⲧⲁⲩⲱⲛϩ	ⲛ̄ⲧ|ⲁ|ⲩ|ⲱⲛϩ
ⲛϭⲓϩⲉⲛⲙⲏⲏϣⲉ	ⲛϭⲓ|ϩⲉⲛ|ⲙⲏⲏϣⲉ
ⲉⲛⲁϣⲱⲟⲩ	ⲉ|ⲛ|ⲁϣⲱ|ⲟⲩ
ϩⲣⲁⲓ	ϩⲣⲁⲓ
ϩⲛⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	ϩⲛ|ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲧⲃⲉϩⲁϩ	ⲉⲧⲃⲉ|ϩⲁϩ
ⲙⲡⲣⲟⲫⲏⲧⲏⲥ	ⲙ|ⲡⲣⲟⲫⲏⲧⲏⲥ
ⲛⲧⲉⲡϫⲟⲉⲓⲥ	ⲛⲧⲉ|ⲡ|ϫⲟⲉⲓⲥ
ⲡⲛⲟⲩⲧⲉ	ⲡ|ⲛⲟⲩⲧⲉ
ⲉⲁⲩϣⲱⲡⲉ	ⲉ|ⲁ|ⲩ|ϣⲱⲡⲉ
ϩⲣⲁⲓ	ϩⲣⲁⲓ
ϩⲛϩⲁϩ	ϩⲛ|ϩⲁϩ
ⲛⲗⲁⲟⲥ	ⲛ|ⲗⲁⲟⲥ
ⲛⲁⲣⲭⲁⲓⲟⲥ	ⲛ|ⲁⲣⲭⲁⲓⲟⲥ
ⲉⲩϫⲱ	ⲉ|ⲩ|ϫⲱ
ⲛⲧⲙⲉ	ⲛ|ⲧ|ⲙⲉ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲉⲩϫⲡⲓⲟ	ⲉ|ⲩ|ϫⲡⲓⲟ
ⲛⲛⲉⲧⲣⲛⲟⲃⲉ	ⲛ|ⲛ|ⲉⲧ|ⲣⲛⲟⲃⲉ
ⲉⲩⲙⲁⲕⲁⲣⲓⲍⲉ	ⲉ|ⲩ|ⲙⲁⲕⲁⲣⲓⲍⲉ
ⲛⲛⲉⲧⲉⲓⲣⲉ	ⲛ|ⲛ|ⲉⲧ|ⲉⲓⲣⲉ
ⲙⲡⲁⲅⲁⲑⲟⲛ	ⲙ|ⲡ|ⲁⲅⲁⲑⲟⲛ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲕⲁⲧⲁⲧϩⲉ	ⲕⲁⲧⲁ|ⲧ|ϩⲉ
ⲉⲧⲉϩⲉⲛⲉⲃⲟⲗ	ⲉⲧⲉ|ϩⲉⲛ|ⲉⲃⲟⲗ
ϩⲛⲛⲗⲁⲟⲥ	ϩⲛ|ⲛ|ⲗⲁⲟⲥ
ⲛⲁⲣⲭⲁⲓⲟⲥ	ⲛ|ⲁⲣⲭⲁⲓⲟⲥ
ⲛⲉ	ⲛⲉ
ⲛⲉⲛⲧⲁⲩⲡⲗⲁⲛⲁ	ⲛ|ⲉⲛⲧ|ⲁ|ⲩ|ⲡⲗⲁⲛⲁ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
ⲉⲧⲉϩⲉⲛⲡⲣⲟⲫⲏⲧⲏⲥ	ⲉⲧⲉ|ϩⲉⲛ|ⲡⲣⲟⲫⲏⲧⲏⲥ
ⲛⲛⲟⲩϫ	ⲛ|ⲛⲟⲩϫ
ⲛⲉ	ⲛⲉ
ⲙⲛⲛⲟⲩⲏⲏⲃ	ⲙⲛ|ⲛ|ⲟⲩⲏⲏⲃ
ⲉⲧⲡⲗⲁⲛⲁ	ⲉⲧ|ⲡⲗⲁⲛⲁ
·	·
ⲧⲁⲓ	ⲧⲁⲓ
ⲟⲛ	ⲟⲛ
ⲧⲉ	ⲧⲉ
ⲧϩⲉ	ⲧ|ϩⲉ
ⲉϩⲉⲛⲉⲃⲟⲗ	ⲉ|ϩⲉⲛ|ⲉⲃⲟⲗ
ⲛⲉ	ⲛⲉ
ϩⲛⲛⲗⲁⲟⲥ	ϩⲛ|ⲛ|ⲗⲁⲟⲥ
ⲛⲁⲣⲭⲁⲓⲟⲥ	ⲛ|ⲁⲣⲭⲁⲓⲟⲥ
ⲛⲉ	ⲛⲉ
ⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ	ⲛⲉ|ⲡⲣⲟⲫⲏⲧⲏⲥ
ⲙⲡϫⲟⲉⲓⲥ	ⲙ|ⲡ|ϫⲟⲉⲓⲥ
ⲡⲛⲟⲩⲧⲉ	ⲡ|ⲛⲟⲩⲧⲉ
ⲉⲧⲉⲛⲁⲓ	ⲉⲧⲉ|ⲛⲁⲓ
ⲛⲉ	ⲛⲉ
·	·
ⲙⲱⲩⲥⲏⲥ	ⲙⲱⲩⲥⲏⲥ
·	·
ⲙⲛⲓⲏⲥⲟⲩⲥ	ⲙⲛ|ⲓⲏⲥⲟⲩⲥ
ⲡⲉⲡⲣⲟⲫⲏⲧⲏⲥ	ⲡⲉ|ⲡⲣⲟⲫⲏⲧⲏⲥ
·	·
ⲙⲛⲏⲥⲁⲓⲁⲥ	ⲙⲛ|ⲏⲥⲁⲓⲁⲥ
·	·
ⲙⲛⲓⲉⲣⲉⲙⲓⲁⲥ	ⲙⲛ|ⲓⲉⲣⲉⲙⲓⲁⲥ
·	·
ⲙⲛⲓⲉⲍⲉⲕⲓⲏⲗ	ⲙⲛ|ⲓⲉⲍⲉⲕⲓⲏⲗ
·	·
ⲙⲛⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ	ⲙⲛ|ⲛⲉ|ⲡⲣⲟⲫⲏⲧⲏⲥ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲛⲁⲓ	ⲛⲁⲓ
ⲛⲧⲁⲩϫⲡⲓⲟ	ⲛⲧ|ⲁ|ⲩ|ϫⲡⲓⲟ
ⲛⲟⲩⲟⲛ	ⲛ|ⲟⲩⲟⲛ
ⲛⲓⲙ	ⲛⲓⲙ
ⲛⲧⲁⲩⲣⲛⲟⲃⲉ	ⲛⲧ|ⲁ|ⲩ|ⲣⲛⲟⲃⲉ
ⲏ	ⲏ
ⲉⲧⲛⲁⲣⲛⲟⲃⲉ	ⲉⲧ|ⲛⲁ|ⲣⲛⲟⲃⲉ
ⲙⲡⲉⲙⲧⲟ	ⲙ|ⲡⲉ|ⲙⲧⲟ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲙⲡϫⲟⲉⲓⲥ	ⲙ|ⲡ|ϫⲟⲉⲓⲥ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲉⲁⲩⲡⲁⲣⲁⲕⲁⲗⲉⲓ	ⲉ|ⲁ|ⲩ|ⲡⲁⲣⲁⲕⲁⲗⲉⲓ
ⲛⲟⲩⲟⲛ	ⲛ|ⲟⲩⲟⲛ
ⲛⲓⲙ	ⲛⲓⲙ
ⲛⲧⲁⲩⲉⲓⲣⲉ	ⲛⲧ|ⲁ|ⲩ|ⲉⲓⲣⲉ
ⲏ	ⲏ
ⲉⲧⲛⲁⲉⲓⲣⲉ	ⲉⲧ|ⲛⲁ|ⲉⲓⲣⲉ
ⲛⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	ⲛ|ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ
ⲛⲓⲙ	ⲛⲓⲙ
ⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ	ⲛⲉ|ⲡⲣⲟⲫⲏⲧⲏⲥ
ⲇⲉ	ⲇⲉ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲙⲡϫⲟⲉⲓⲥ	ⲙ|ⲡ|ϫⲟⲉⲓⲥ
ⲡⲛⲟⲩⲧⲉ	ⲡ|ⲛⲟⲩⲧⲉ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲛⲁⲡⲟⲥⲧⲟⲗⲟⲥ	ⲛ|ⲁⲡⲟⲥⲧⲟⲗⲟⲥ
ⲛⲧⲉⲡⲉⲛϫⲟⲉⲓⲥ	ⲛⲧⲉ|ⲡⲉ|ⲛ|ϫⲟⲉⲓⲥ
ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ
·	·
ϩⲉⲛⲉⲃⲟⲗ	ϩⲉⲛ|ⲉⲃⲟⲗ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲛⲉ	ⲛⲉ
ϩⲙⲡⲉⲥⲡⲉⲣⲙⲁ	ϩⲙ|ⲡⲉ|ⲥⲡⲉⲣⲙⲁ
ⲙⲡⲉⲛⲉⲓⲱⲧ	ⲙ|ⲡⲉ|ⲛ|ⲉⲓⲱⲧ
ⲁⲃⲣⲁϩⲁⲙ	ⲁⲃⲣⲁϩⲁⲙ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲙⲡⲟⲩϯⲥⲟ	ⲙⲡ|ⲟⲩ|ϯⲥⲟ
ⲉⲛⲉⲃⲟⲗ	ⲉ|ⲛ|ⲉⲃⲟⲗ
ϩⲛⲁⲃⲣⲁϩⲁⲙ	ϩⲛ|ⲁⲃⲣⲁϩⲁⲙ
ⲛⲧⲉⲣⲟⲩⲣⲛⲟⲃⲉ	ⲛⲧⲉⲣ|ⲟⲩ|ⲣⲛⲟⲃⲉ
ⲙⲡⲉⲙⲧⲟ	ⲙ|ⲡⲉ|ⲙⲧⲟ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲙⲡⲛⲟⲩⲧⲉ	ⲙ|ⲡ|ⲛⲟⲩⲧⲉ
ⲛⲧⲁϥⲧⲁⲙⲓⲟⲟⲩ	ⲛⲧ|ⲁ|ϥ|ⲧⲁⲙⲓⲟ|ⲟⲩ
·	·
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲉⲁⲩⲉⲓⲛⲉ	ⲉ|ⲁ|ⲩ|ⲉⲓⲛⲉ
ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ
ⲉϫⲛⲛⲉⲩⲥⲛⲏⲩ	ⲉϫⲛ|ⲛⲉ|ⲩ|ⲥⲛⲏⲩ
ⲛⲉⲃⲟⲗ	ⲛ|ⲉⲃⲟⲗ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
ⲛϩⲉⲛⲛⲟϭ	ⲛ|ϩⲉⲛ|ⲛⲟϭ
